id+1,X,Y,Z,tonne,au_ppm,cu_pct,block_val,slope
58,15.0,135.0,45.0,61200.012,0.0,0.0,-299880.0588,50.0
59,15.0,135.0,75.0,61200.012,0.0,0.0,-299880.0588,50.0
60,15.0,135.0,105.0,61200.012,0.0,0.0,-299880.0588,50.0
61,15.0,135.0,135.0,61200.012,0.0,0.0,-299880.0588,50.0
62,15.0,135.0,165.0,61200.012,0.0,0.0,-299880.0588,50.0
63,15.0,135.0,195.0,61200.012,0.0,0.0,-299880.0588,50.0
64,15.0,135.0,225.0,61200.012,0.0,0.0,-299880.0588,50.0
65,15.0,135.0,255.0,61200.012,0.0,0.0,-299880.0588,50.0
66,15.0,135.0,285.0,61200.012,0.0,0.0,-299880.0588,50.0
67,15.0,135.0,315.0,61200.012,0.0,0.0,-299880.0588,50.0
68,15.0,135.0,345.0,61200.012,0.0,0.0,-299880.0588,50.0
69,15.0,135.0,375.0,61200.012,0.0,0.0,-299880.0588,50.0
70,15.0,135.0,405.0,57465.794,0.0,0.0,-281582.3906,50.0
71,15.0,165.0,15.0,61200.012,0.0,0.0,-299880.0588,50.0
72,15.0,165.0,45.0,61200.012,0.0,0.0,-299880.0588,50.0
73,15.0,165.0,75.0,61200.012,0.0,0.0,-299880.0588,50.0
74,15.0,165.0,105.0,61200.012,0.0,0.0,-299880.0588,50.0
75,15.0,165.0,135.0,61200.012,0.0,0.0,-299880.0588,50.0
76,15.0,165.0,165.0,61200.012,0.0,0.0,-299880.0588,50.0
77,15.0,165.0,195.0,61200.012,0.0,0.0,-299880.0588,50.0
78,15.0,165.0,225.0,61200.012,0.0,0.0,-299880.0588,50.0
79,15.0,165.0,255.0,61200.012,0.0,0.0,-299880.0588,50.0
80,15.0,165.0,285.0,61200.012,0.0,0.0,-299880.0588,50.0
81,15.0,165.0,315.0,61200.012,0.0,0.0,-299880.0588,50.0
82,15.0,165.0,345.0,61200.012,0.0,0.0,-299880.0588,50.0
83,15.0,165.0,375.0,61200.012,0.0,0.0,-299880.0588,50.0
84,15.0,165.0,405.0,58261.105,0.0,0.0,-285479.4145,50.0
85,15.0,195.0,15.0,61200.012,0.0,0.0,-299880.0588,50.0
86,15.0,195.0,45.0,61200.012,0.0,0.0,-299880.0588,50.0
87,15.0,195.0,75.0,61200.012,0.0,0.0,-299880.0588,50.0
88,15.0,195.0,105.0,61200.012,0.0,0.0,-299880.0588,50.0
89,15.0,195.0,135.0,61200.012,0.0,0.0,-299880.0588,50.0
90,15.0,195.0,165.0,61200.012,0.0,0.0,-299880.0588,50.0
91,15.0,195.0,195.0,61200.012,0.0,0.0,-299880.0588,50.0
92,15.0,195.0,225.0,61200.012,0.0,0.0,-299880.0588,50.0
93,15.0,195.0,255.0,61200.012,0.0,0.0,-299880.0588,50.0
94,15.0,195.0,285.0,61200.012,0.0,0.0,-299880.0588,50.0
95,15.0,195.0,315.0,61200.012,0.0,0.0,-299880.0588,50.0
96,15.0,195.0,345.0,61200.012,0.0,0.0,-299880.0588,50.0
97,15.0,195.0,375.0,61200.012,0.0,0.0,-299880.0588,50.0
98,15.0,195.0,405.0,58747.62,0.0,0.0,-287863.338,50.0
99,15.0,225.0,15.0,61200.012,0.0,0.0,-299880.0588,50.0
100,15.0,225.0,45.0,61200.012,0.0,0.0,-299880.0588,50.0
101,15.0,225.0,75.0,61200.012,0.0,0.0,-299880.0588,50.0
102,15.0,225.0,105.0,61200.012,0.0,0.0,-299880.0588,50.0
103,15.0,225.0,135.0,61200.012,0.0,0.0,-299880.0588,50.0
104,15.0,225.0,165.0,61200.012,0.0,0.0,-299880.0588,50.0
105,15.0,225.0,195.0,61200.012,0.0,0.0,-299880.0588,50.0
106,15.0,225.0,225.0,61200.012,0.0,0.0,-299880.0588,50.0
107,15.0,225.0,255.0,61200.012,0.0,0.0,-299880.0588,50.0
108,15.0,225.0,285.0,61200.012,0.0,0.0,-299880.0588,50.0
109,15.0,225.0,315.0,61200.012,0.0,0.0,-299880.0588,50.0
110,15.0,225.0,345.0,61200.012,0.0,0.0,-299880.0588,50.0
111,15.0,225.0,375.0,61200.012,0.0,0.0,-299880.0588,50.0
112,15.0,225.0,405.0,56744.579,0.0,0.0,-278048.4371,50.0
113,15.0,255.0,15.0,61200.012,0.0,0.0,-299880.0588,50.0
114,15.0,255.0,45.0,61200.012,0.0,0.0,-299880.0588,50.0
115,15.0,255.0,75.0,61200.012,0.0,0.0,-299880.0588,50.0
116,15.0,255.0,105.0,61200.012,0.0,0.0,-299880.0588,50.0
117,15.0,255.0,135.0,61200.012,0.0,0.0,-299880.0588,50.0
118,15.0,255.0,165.0,61200.012,0.0,0.0,-299880.0588,50.0
119,15.0,255.0,195.0,61200.012,0.0,0.0,-299880.0588,50.0
120,15.0,255.0,225.0,61200.012,0.0,0.0,-299880.0588,50.0
121,15.0,255.0,255.0,61200.012,0.0,0.0,-299880.0588,50.0
122,15.0,255.0,285.0,61200.012,0.0,0.0,-299880.0588,50.0
123,15.0,255.0,315.0,61200.012,0.0,0.0,-299880.0588,50.0
124,15.0,255.0,345.0,61200.012,0.0,0.0,-299880.0588,50.0
125,15.0,255.0,375.0,61200.012,0.0,0.0,-299880.0588,50.0
126,15.0,255.0,405.0,56824.886,0.0,0.0,-278441.9414,50.0
127,15.0,285.0,15.0,61200.012,0.0,0.0,-299880.0588,50.0
128,15.0,285.0,45.0,61200.012,0.0,0.0,-299880.0588,50.0
129,15.0,285.0,75.0,61200.012,0.0,0.0,-299880.0588,50.0
130,15.0,285.0,105.0,61200.012,0.0,0.0,-299880.0588,50.0
131,15.0,285.0,135.0,61200.012,0.0,0.0,-299880.0588,50.0
132,15.0,285.0,165.0,61200.012,0.0,0.0,-299880.0588,50.0
133,15.0,285.0,195.0,61200.012,0.0,0.0,-299880.0588,50.0
134,15.0,285.0,225.0,61200.012,0.0,0.0,-299880.0588,50.0
135,15.0,285.0,255.0,61200.012,0.0,0.0,-299880.0588,50.0
136,15.0,285.0,285.0,61200.012,0.0,0.0,-299880.0588,50.0
137,15.0,285.0,315.0,61200.012,0.0,0.0,-299880.0588,50.0
138,15.0,285.0,345.0,61200.012,0.0,0.0,-299880.0588,50.0
139,15.0,285.0,375.0,61200.012,0.0,0.0,-299880.0588,50.0
140,15.0,285.0,405.0,57773.716,0.0,0.0,-283091.2084,50.0
141,15.0,315.0,15.0,61200.012,0.0,0.0,-299880.0588,50.0
142,15.0,315.0,45.0,61200.012,0.0,0.0,-299880.0588,50.0
143,15.0,315.0,75.0,61200.012,0.0,0.0,-299880.0588,50.0
144,15.0,315.0,105.0,61200.012,0.0,0.0,-299880.0588,50.0
145,15.0,315.0,135.0,61200.012,0.0,0.0,-299880.0588,50.0
146,15.0,315.0,165.0,61200.012,0.0,0.0,-299880.0588,50.0
147,15.0,315.0,195.0,61200.012,0.0,0.0,-299880.0588,50.0
148,15.0,315.0,225.0,61200.012,0.0,0.0,-299880.0588,50.0
149,15.0,315.0,255.0,61200.012,0.0,0.0,-299880.0588,50.0
150,15.0,315.0,285.0,61200.012,0.0,0.0,-299880.0588,50.0
151,15.0,315.0,315.0,61200.012,0.0,0.0,-299880.0588,50.0
152,15.0,315.0,345.0,61200.012,0.0,0.0,-299880.0588,50.0
153,15.0,315.0,375.0,61200.012,0.0,0.0,-299880.0588,50.0
154,15.0,315.0,405.0,60259.865,0.0,0.0,-295273.3385,50.0
155,15.0,315.0,435.0,59.509,0.0,0.0,-291.5941,50.0
156,15.0,345.0,15.0,61200.012,0.0,0.0,-299880.0588,50.0
157,15.0,345.0,45.0,61200.012,0.0,0.0,-299880.0588,50.0
158,15.0,345.0,75.0,61200.012,0.0,0.0,-299880.0588,50.0
159,15.0,345.0,105.0,61200.012,0.0,0.0,-299880.0588,50.0
160,15.0,345.0,135.0,61200.012,0.0,0.0,-299880.0588,50.0
161,15.0,345.0,165.0,61200.012,0.0,0.0,-299880.0588,50.0
162,15.0,345.0,195.0,61200.012,0.0,0.0,-299880.0588,50.0
163,15.0,345.0,225.0,61200.012,0.0,0.0,-299880.0588,50.0
164,15.0,345.0,255.0,61200.012,0.0,0.0,-299880.0588,50.0
165,15.0,345.0,285.0,61200.012,0.0,0.0,-299880.0588,50.0
166,15.0,345.0,315.0,61200.012,0.0,0.0,-299880.0588,50.0
167,15.0,345.0,345.0,61200.012,0.0,0.0,-299880.0588,50.0
168,15.0,345.0,375.0,61200.012,0.0,0.0,-299880.0588,50.0
169,15.0,345.0,405.0,61200.012,0.0,0.0,-299880.0588,50.0
170,15.0,345.0,435.0,1962.494,0.0,0.0,-9616.2206,50.0
171,15.0,375.0,15.0,61200.012,0.0,0.0,-299880.0588,50.0
172,15.0,375.0,45.0,61200.012,0.0,0.0,-299880.0588,50.0
173,15.0,375.0,75.0,61200.012,0.0,0.0,-299880.0588,50.0
174,15.0,375.0,105.0,61200.012,0.0,0.0,-299880.0588,50.0
175,15.0,375.0,135.0,61200.012,0.0,0.0,-299880.0588,50.0
176,15.0,375.0,165.0,61200.012,0.0,0.0,-299880.0588,50.0
177,15.0,375.0,195.0,61200.012,0.0,0.0,-299880.0588,50.0
178,15.0,375.0,225.0,61200.012,0.0,0.0,-299880.0588,50.0
179,15.0,375.0,255.0,61200.012,0.0,0.0,-299880.0588,50.0
180,15.0,375.0,285.0,61200.012,0.0,0.0,-299880.0588,50.0
181,15.0,375.0,315.0,61200.012,0.0,0.0,-299880.0588,50.0
182,15.0,375.0,345.0,61200.012,0.0,0.0,-299880.0588,50.0
183,15.0,375.0,375.0,61200.012,0.0,0.0,-299880.0588,50.0
184,15.0,375.0,405.0,61200.012,0.0,0.0,-299880.0588,50.0
185,15.0,375.0,435.0,4540.359,0.0,0.0,-22247.759100000003,50.0
186,15.0,405.0,15.0,61200.012,0.0,0.0,-299880.0588,50.0
187,15.0,405.0,45.0,61200.012,0.0,0.0,-299880.0588,50.0
188,15.0,405.0,75.0,61200.012,0.0,0.0,-299880.0588,50.0
189,15.0,405.0,105.0,61200.012,0.0,0.0,-299880.0588,50.0
190,15.0,405.0,135.0,61200.012,0.0,0.0,-299880.0588,50.0
191,15.0,405.0,165.0,61200.012,0.0,0.0,-299880.0588,50.0
192,15.0,405.0,195.0,61200.012,0.0,0.0,-299880.0588,50.0
193,15.0,405.0,225.0,61200.012,0.0,0.0,-299880.0588,50.0
194,15.0,405.0,255.0,61200.012,0.0,0.0,-299880.0588,50.0
195,15.0,405.0,285.0,61200.012,0.0,0.0,-299880.0588,50.0
196,15.0,405.0,315.0,61200.012,0.0,0.0,-299880.0588,50.0
197,15.0,405.0,345.0,61200.012,0.0,0.0,-299880.0588,50.0
198,15.0,405.0,375.0,61200.012,0.0,0.0,-299880.0588,50.0
199,15.0,405.0,405.0,61200.012,0.0,0.0,-299880.0588,50.0
200,15.0,405.0,435.0,6963.409,0.0,0.0,-34120.704099999995,50.0
201,15.0,435.0,15.0,61200.012,0.0,0.0,-299880.0588,50.0
202,15.0,435.0,45.0,61200.012,0.0,0.0,-299880.0588,50.0
203,15.0,435.0,75.0,61200.012,0.0,0.0,-299880.0588,50.0
204,15.0,435.0,105.0,61200.012,0.0,0.0,-299880.0588,50.0
205,15.0,435.0,135.0,61200.012,0.0,0.0,-299880.0588,50.0
206,15.0,435.0,165.0,61200.012,0.0,0.0,-299880.0588,50.0
207,15.0,435.0,195.0,61200.012,0.0,0.0,-299880.0588,50.0
208,15.0,435.0,225.0,61200.012,0.0,0.0,-299880.0588,50.0
209,15.0,435.0,255.0,61200.012,0.0,0.0,-299880.0588,50.0
210,15.0,435.0,285.0,61200.012,0.0,0.0,-299880.0588,50.0
211,15.0,435.0,315.0,61200.012,0.0,0.0,-299880.0588,50.0
212,15.0,435.0,345.0,61200.012,0.0,0.0,-299880.0588,50.0
213,15.0,435.0,375.0,61200.012,0.0,0.0,-299880.0588,50.0
214,15.0,435.0,405.0,61200.012,0.0,0.0,-299880.0588,50.0
215,15.0,435.0,435.0,9148.453,0.0,0.0,-44827.4197,50.0
216,15.0,465.0,15.0,61200.012,0.0,0.0,-299880.0588,50.0
217,15.0,465.0,45.0,61200.012,0.0,0.0,-299880.0588,50.0
218,15.0,465.0,75.0,61200.012,0.0,0.0,-299880.0588,50.0
219,15.0,465.0,105.0,61200.012,0.0,0.0,-299880.0588,50.0
220,15.0,465.0,135.0,61200.012,0.0,0.0,-299880.0588,50.0
221,15.0,465.0,165.0,61200.012,0.0,0.0,-299880.0588,50.0
222,15.0,465.0,195.0,61200.012,0.0,0.0,-299880.0588,50.0
223,15.0,465.0,225.0,61200.012,0.0,0.0,-299880.0588,50.0
224,15.0,465.0,255.0,61200.012,0.0,0.0,-299880.0588,50.0
225,15.0,465.0,285.0,61200.012,0.0,0.0,-299880.0588,50.0
226,15.0,465.0,315.0,61200.012,0.0,0.0,-299880.0588,50.0
227,15.0,465.0,345.0,61200.012,0.0,0.0,-299880.0588,50.0
228,15.0,465.0,375.0,61200.012,0.0,0.0,-299880.0588,50.0
229,15.0,465.0,405.0,61200.012,0.0,0.0,-299880.0588,50.0
230,15.0,465.0,435.0,10814.789,0.0,0.0,-52992.466100000005,50.0
231,15.0,495.0,15.0,61200.012,0.0,0.0,-299880.0588,50.0
232,15.0,495.0,45.0,61200.012,0.0,0.0,-299880.0588,50.0
233,15.0,495.0,75.0,61200.012,0.0,0.0,-299880.0588,50.0
234,15.0,495.0,105.0,61200.012,0.0,0.0,-299880.0588,50.0
235,15.0,495.0,135.0,61200.012,0.0,0.0,-299880.0588,50.0
236,15.0,495.0,165.0,61200.012,0.0,0.0,-299880.0588,50.0
237,15.0,495.0,195.0,61200.012,0.0,0.0,-299880.0588,50.0
238,15.0,495.0,225.0,61200.012,0.0,0.0,-299880.0588,50.0
239,15.0,495.0,255.0,61200.012,0.0,0.0,-299880.0588,50.0
240,15.0,495.0,285.0,61200.012,0.0,0.0,-299880.0588,50.0
241,15.0,495.0,315.0,61200.012,0.0,0.0,-299880.0588,50.0
242,15.0,495.0,345.0,61200.012,0.0,0.0,-299880.0588,50.0
243,15.0,495.0,375.0,61200.012,0.0,0.0,-299880.0588,50.0
244,15.0,495.0,405.0,61200.012,0.0,0.0,-299880.0588,50.0
245,15.0,495.0,435.0,12013.962,0.0,0.0,-58868.413799999995,50.0
246,15.0,525.0,15.0,61200.012,0.0,0.0,-299880.0588,50.0
247,15.0,525.0,45.0,61200.012,0.0,0.0,-299880.0588,50.0
248,15.0,525.0,75.0,61200.012,0.0,0.0,-299880.0588,50.0
249,15.0,525.0,105.0,61200.012,0.0,0.0,-299880.0588,50.0
250,15.0,525.0,135.0,61200.012,0.0,0.0,-299880.0588,50.0
251,15.0,525.0,165.0,61200.012,0.0,0.0,-299880.0588,50.0
252,15.0,525.0,195.0,61200.012,0.0,0.0,-299880.0588,50.0
253,15.0,525.0,225.0,61200.012,0.0,0.0,-299880.0588,50.0
254,15.0,525.0,255.0,61200.012,0.0,0.0,-299880.0588,50.0
255,15.0,525.0,285.0,61200.012,0.0,0.0,-299880.0588,50.0
256,15.0,525.0,315.0,61200.012,0.0,0.0,-299880.0588,50.0
257,15.0,525.0,345.0,61200.012,0.0,0.0,-299880.0588,50.0
258,15.0,525.0,375.0,61200.012,0.0,0.0,-299880.0588,50.0
259,15.0,525.0,405.0,61200.012,0.0,0.0,-299880.0588,50.0
260,15.0,525.0,435.0,12337.212,0.0,0.0,-60452.3388,50.0
261,15.0,555.0,15.0,61200.012,0.0,0.0,-299880.0588,50.0
262,15.0,555.0,45.0,61200.012,0.0,0.0,-299880.0588,50.0
263,15.0,555.0,75.0,61200.012,0.0,0.0,-299880.0588,50.0
264,15.0,555.0,105.0,61200.012,0.0,0.0,-299880.0588,50.0
265,15.0,555.0,135.0,61200.012,0.0,0.0,-299880.0588,50.0
266,15.0,555.0,165.0,61200.012,0.0,0.0,-299880.0588,50.0
267,15.0,555.0,195.0,61200.012,0.0,0.0,-299880.0588,50.0
268,15.0,555.0,225.0,61200.012,0.0,0.0,-299880.0588,50.0
269,15.0,555.0,255.0,61200.012,0.0,0.0,-299880.0588,50.0
270,15.0,555.0,285.0,61200.012,0.0,0.0,-299880.0588,50.0
271,15.0,555.0,315.0,61200.012,0.0,0.0,-299880.0588,50.0
272,15.0,555.0,345.0,61200.012,0.0,0.0,-299880.0588,50.0
273,15.0,555.0,375.0,61200.012,0.0,0.0,-299880.0588,50.0
274,15.0,555.0,405.0,61200.012,0.0,0.0,-299880.0588,50.0
275,15.0,555.0,435.0,12398.613,0.0,0.0,-60753.2037,50.0
276,15.0,585.0,15.0,61200.012,0.0,0.0,-299880.0588,50.0
277,15.0,585.0,45.0,61200.012,0.0,0.0,-299880.0588,50.0
278,15.0,585.0,75.0,61200.012,0.0,0.0,-299880.0588,50.0
279,15.0,585.0,105.0,61200.012,0.0,0.0,-299880.0588,50.0
280,15.0,585.0,135.0,61200.012,0.0,0.0,-299880.0588,50.0
281,15.0,585.0,165.0,61200.012,0.0,0.0,-299880.0588,50.0
282,15.0,585.0,195.0,61200.012,0.0,0.0,-299880.0588,50.0
283,15.0,585.0,225.0,61200.012,0.0,0.0,-299880.0588,50.0
284,15.0,585.0,255.0,61200.012,0.0,0.0,-299880.0588,50.0
285,15.0,585.0,285.0,61200.012,0.0,0.0,-299880.0588,50.0
286,15.0,585.0,315.0,61200.012,0.0,0.0,-299880.0588,50.0
287,15.0,585.0,345.0,61200.012,0.0,0.0,-299880.0588,50.0
288,15.0,585.0,375.0,61200.012,0.0,0.0,-299880.0588,50.0
289,15.0,585.0,405.0,61200.012,0.0,0.0,-299880.0588,50.0
290,15.0,585.0,435.0,12993.21,0.0,0.0,-63666.72899999999,50.0
291,15.0,615.0,15.0,61200.012,0.0,0.0,-299880.0588,50.0
292,15.0,615.0,45.0,61200.012,0.0,0.0,-299880.0588,50.0
293,15.0,615.0,75.0,61200.012,0.0,0.0,-299880.0588,50.0
294,15.0,615.0,105.0,61200.012,0.0,0.0,-299880.0588,50.0
295,15.0,615.0,135.0,61200.012,0.0,0.0,-299880.0588,50.0
296,15.0,615.0,165.0,61200.012,0.0,0.0,-299880.0588,50.0
297,15.0,615.0,195.0,61200.012,0.0,0.0,-299880.0588,50.0
298,15.0,615.0,225.0,61200.012,0.0,0.0,-299880.0588,50.0
299,15.0,615.0,255.0,61200.012,0.0,0.0,-299880.0588,50.0
300,15.0,615.0,285.0,61200.012,0.0,0.0,-299880.0588,50.0
301,15.0,615.0,315.0,61200.012,0.0,0.0,-299880.0588,50.0
302,15.0,615.0,345.0,61200.012,0.0,0.0,-299880.0588,50.0
303,15.0,615.0,375.0,61200.012,0.0,0.0,-299880.0588,50.0
304,15.0,615.0,405.0,61200.012,0.0,0.0,-299880.0588,50.0
305,15.0,615.0,435.0,13925.163,0.0,0.0,-68233.2987,50.0
306,15.0,645.0,15.0,61200.012,0.0,0.0,-299880.0588,50.0
307,15.0,645.0,45.0,61200.012,0.0,0.0,-299880.0588,50.0
308,15.0,645.0,75.0,61200.012,0.0,0.0,-299880.0588,50.0
309,15.0,645.0,105.0,61200.012,0.0,0.0,-299880.0588,50.0
310,15.0,645.0,135.0,61200.012,0.0,0.0,-299880.0588,50.0
311,15.0,645.0,165.0,61200.012,0.0,0.0,-299880.0588,50.0
312,15.0,645.0,195.0,61200.012,0.0,0.0,-299880.0588,50.0
313,15.0,645.0,225.0,61200.012,0.0,0.0,-299880.0588,50.0
314,15.0,645.0,255.0,61200.012,0.0,0.0,-299880.0588,50.0
315,15.0,645.0,285.0,61200.012,0.0,0.0,-299880.0588,50.0
316,15.0,645.0,315.0,61200.012,0.0,0.0,-299880.0588,50.0
317,15.0,645.0,345.0,61200.012,0.0,0.0,-299880.0588,50.0
318,15.0,645.0,375.0,61200.012,0.0,0.0,-299880.0588,50.0
319,15.0,645.0,405.0,61200.012,0.0,0.0,-299880.0588,50.0
320,15.0,645.0,435.0,14801.125,0.0,0.0,-72525.5125,50.0
321,15.0,675.0,15.0,61200.012,0.0,0.0,-299880.0588,50.0
322,15.0,675.0,45.0,61200.012,0.0,0.0,-299880.0588,50.0
323,15.0,675.0,75.0,61200.012,0.0,0.0,-299880.0588,50.0
324,15.0,675.0,105.0,61200.012,0.0,0.0,-299880.0588,50.0
325,15.0,675.0,135.0,61200.012,0.0,0.0,-299880.0588,50.0
326,15.0,675.0,165.0,61200.012,0.0,0.0,-299880.0588,50.0
327,15.0,675.0,195.0,61200.012,0.0,0.0,-299880.0588,50.0
328,15.0,675.0,225.0,61200.012,0.0,0.0,-299880.0588,50.0
329,15.0,675.0,255.0,61200.012,0.0,0.0,-299880.0588,50.0
330,15.0,675.0,285.0,61200.012,0.0,0.0,-299880.0588,50.0
331,15.0,675.0,315.0,61200.012,0.0,0.0,-299880.0588,50.0
332,15.0,675.0,345.0,61200.012,0.0,0.0,-299880.0588,50.0
333,15.0,675.0,375.0,61200.012,0.0,0.0,-299880.0588,50.0
334,15.0,675.0,405.0,61200.012,0.0,0.0,-299880.0588,50.0
335,15.0,675.0,435.0,14708.344,0.0,0.0,-72070.8856,50.0
336,15.0,705.0,15.0,61200.012,0.0,0.0,-299880.0588,50.0
337,15.0,705.0,45.0,61200.012,0.0,0.0,-299880.0588,50.0
338,15.0,705.0,75.0,61200.012,0.0,0.0,-299880.0588,50.0
339,15.0,705.0,105.0,61200.012,0.0,0.0,-299880.0588,50.0
340,15.0,705.0,135.0,61200.012,0.0,0.0,-299880.0588,50.0
341,15.0,705.0,165.0,61200.012,0.0,0.0,-299880.0588,50.0
342,15.0,705.0,195.0,61200.012,0.0,0.0,-299880.0588,50.0
343,15.0,705.0,225.0,61200.012,0.0,0.0,-299880.0588,50.0
344,15.0,705.0,255.0,61200.012,0.0,0.0,-299880.0588,50.0
345,15.0,705.0,285.0,61200.012,0.0,0.0,-299880.0588,50.0
346,15.0,705.0,315.0,61200.012,0.0,0.0,-299880.0588,50.0
347,15.0,705.0,345.0,61200.012,0.0,0.0,-299880.0588,50.0
348,15.0,705.0,375.0,61200.012,0.0,0.0,-299880.0588,50.0
349,15.0,705.0,405.0,61200.012,0.0,0.0,-299880.0588,50.0
350,15.0,705.0,435.0,14063.606,0.0,0.0,-68911.6694,50.0
351,15.0,735.0,15.0,61200.012,0.0,0.0,-299880.0588,50.0
352,15.0,735.0,45.0,61200.012,0.0,0.0,-299880.0588,50.0
353,15.0,735.0,75.0,61200.012,0.0,0.0,-299880.0588,50.0
354,15.0,735.0,105.0,61200.012,0.0,0.0,-299880.0588,50.0
355,15.0,735.0,135.0,61200.012,0.0,0.0,-299880.0588,50.0
356,15.0,735.0,165.0,61200.012,0.0,0.0,-299880.0588,50.0
357,15.0,735.0,195.0,61200.012,0.0,0.0,-299880.0588,50.0
358,15.0,735.0,225.0,61200.012,0.0,0.0,-299880.0588,50.0
359,15.0,735.0,255.0,61200.012,0.0,0.0,-299880.0588,50.0
360,15.0,735.0,285.0,61200.012,0.0,0.0,-299880.0588,50.0
361,15.0,735.0,315.0,61200.012,0.0,0.0,-299880.0588,50.0
362,15.0,735.0,345.0,61200.012,0.0,0.0,-299880.0588,50.0
363,15.0,735.0,375.0,61200.012,0.0,0.0,-299880.0588,50.0
364,15.0,735.0,405.0,61200.012,0.0,0.0,-299880.0588,50.0
365,15.0,735.0,435.0,13412.415,0.0,0.0,-65720.83350000001,50.0
366,15.0,765.0,15.0,61200.012,0.0,0.0,-299880.0588,50.0
